source_id,group,coefficient,basis,value,units,status,confidence,notes
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,static,CY_beta,beta_rad,-0.38565789,1/rad,candidate-pending-review,0.40,Extracted from DATCOM CYB at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,static,Cl_beta,beta_rad,-0.09362130,1/rad,candidate-pending-review,0.40,Extracted from DATCOM CLB at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,static,Cn_beta,beta_rad,0.07133325,1/rad,candidate-pending-review,0.40,Extracted from DATCOM CNB at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,CL_q,q_hat,15.98552248,1,candidate-pending-review,0.35,Extracted from DATCOM CLQ at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cm_q,q_hat,-55.78317093,1,candidate-pending-review,0.35,Extracted from DATCOM CMQ at Mach 0.50 alpha -2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,CY_p,p_hat,-0.11900333,1,candidate-pending-review,0.35,Extracted from DATCOM CYP at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cl_p,p_hat,-0.38399631,1,candidate-pending-review,0.35,Extracted from DATCOM CLP at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cn_p,p_hat,-0.02424184,1,candidate-pending-review,0.30,Extracted from DATCOM CNP at Mach 0.50 alpha 2 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cn_r,r_hat,-0.19526402,1,candidate-pending-review,0.35,Extracted from DATCOM CNR at Mach 0.50 alpha 0 deg converted from per degree
DIGITAL_DATCOM_B777_LIKE_M050_CANDIDATE_V0,dynamic,Cl_r,r_hat,0.03047563,1,candidate-pending-review,0.35,Extracted from DATCOM CLR at Mach 0.50 alpha 0 deg converted from per degree
